Job Title,Company Name,Salary,Location,Job Description,Skills,job_link
Graduate Trainee Engineer,Siemens,Not disclosed,Bengaluru,"Lead, coordinate and assume responsibility for the timely generation of a cost est...","Procurement, Business services, Automation, French, Bidding, Sales, Mechanical, Siemens",https://www.naukri.com/job-listings-graduate-trainee-engineer-siemens-limited-bengaluru-0-to-1-years-270424500613
Branch Internship Executive,Muthoot Finance,1-3 Lacs PA,"Bagepalli, Dod Ballapur, Bengaluru(Benson Town +23)",Muthoot Finance Ltd is a Flagship Company of the MUTHOOT GROUP having 20+ Business Divi...,"Gold Loan Operations, Banking Sales, Banking Operation, Banking And Insurance, Banking Operations, Sales, Operations, Loan operations",https://www.naukri.com/job-listings-branch-internship-executive-muthoot-finance-bagepalli-dod-ballapur-bengaluru-0-to-1-years-270424005709
Electrical Technician,Compass Group,1.25-2.5 Lacs PA,Bengaluru,Role & responsibilities Preferred candidate profile Perks and benefits,"Electrical Maintenance, Electrical Works, Electricals, Maintenance",https://www.naukri.com/job-listings-electrical-technician-compass-group-bengaluru-0-to-1-years-270424005109
Hiring For Customer Support (International Voice Process) Bangalore,Tech Mahindra,3-4.5 Lacs PA,Bengaluru(Electronic City),Should be flexible with the US shifts (24 / 7 Shifts). Should be flexible with rotation...,"Communication Skills, Customer Support, International Voice Process, International, Hiring, Voice process, Process, Voice",https://www.naukri.com/job-listings-hiring-for-customer-support-international-voice-process-bangalore-tech-mahindra-bengaluru-0-to-5-years-090324005446
Technical - Recruiter,Artech,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Candidate Experience: Ensure a positive candidate experience throughout the recruitment...,"interviewing, ats, screening, hiring, social networking, interview coordination, sourcing, job posting",https://www.naukri.com/job-listings-technical-recruiter-artech-india-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-2-years-240424502122
PEGA Developer,Photon,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",They must offer coaching and mentoring of the Pega Program team and other employees . S...,"Performance tuning, Agile scrum, Technical design, Project management, Technical Lead, Pega, Continuous improvement, Release management",https://www.naukri.com/job-listings-pega-developer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-10-to-12-years-190424500818
AP Specialist II,Rackspace Technology,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",EXPERIENCE / EDUCATION: . BCom / M.com / CA Inter or MBA . 3-4 years of rich AP experie...,"BPO, Financial statements, Payment processing, Coding, Accounting, Time management, Finance, Invoice processing",https://www.naukri.com/job-listings-ap-specialist-ii-rackspace-technology-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-4-years-190424500190
Data Scientist,M/S Commerz Realty,Not disclosed,"Pune, Bengaluru, Delhi / NCR, Mumbai (All Areas)",commerZ realtY is hiring across pan India for the following- 1- Data Scientist 2- AI/ML...,"Data Science, Big Data Analytics, Logistic Regression, Ai Techniques, Artificial Intelligence, Data Mining, Data Extraction, Machine Learning",https://www.naukri.com/job-listings-data-scientist-m-s-commerz-realty-pune-bengaluru-delhi-ncr-mumbai-all-areas-3-to-8-years-210424002481
Guidewire Business Analyst,PwC Service Delivery Center,Not disclosed,"Hybrid - Kolkata, Hyderabad/Secunderabad, Bangalore/Bengaluru",Job Location: BangaloreDomain: Insurance-Property & Casualty Experience: 3-9 Years (As...,"Integration, Business Analyst, Policy Center, Guidewire, Business analysis, Center",https://www.naukri.com/job-listings-guidewire-business-analyst-pwc-service-delivery-center-kolkata-hyderabad-secunderabad-bangalore-bengaluru-3-to-8-years-011123004600
ORRA Jewellery-Hiring Relationship Executives(PAN India),Orra Fine Jewellery,1.25-5.5 Lacs PA,"Pune, Bengaluru, Mumbai (All Areas)","Minimum of 2 years of relevant experience in retail sales and lead generation, preferab...","Field Sales, Credit Card Sales, GSS, Field Marketing, Enrollment, Casa Sales, Marketing, Pan",https://www.naukri.com/job-listings-orra-jewellery-hiring-relationship-executives-pan-india-orra-fine-jewellery-pune-bengaluru-mumbai-all-areas-2-to-7-years-190424000066
Presentation Specialist-eClerx-Retainer- Mumbai /Pune/ Chandigarh,eClerx,7-7.5 Lacs PA,"Chandigarh, Navi Mumbai, Pune","Shift timing - general - Day shift Bachelors degree in graphic design, HR management, o...","Presentation specialist, Powerpoint specialist, Power Point Presentation, Visualiser, Creative Designing, Graphic Designing, Design, Creative",https://www.naukri.com/job-listings-presentation-specialist-eclerx-retainer-mumbai-pune-chandigarh-eclerx-chandigarh-navi-mumbai-pune-5-to-10-years-270424004435
Project Manager-Channels,Capco,Not disclosed,"Hyderabad, Pune, Gurugram, Bengaluru",Experience on Digital Channels is a must,"Delivery excellence, Management consulting, Banking, Manager Technology, Consultancy, JIRA, Financial services, Excellence",https://www.naukri.com/job-listings-project-manager-channels-capco-technologies-pvt-ltd-hyderabad-pune-gurugram-bengaluru-4-to-8-years-240424500323
Business Analyst -Wealth,Capco,Not disclosed,"Hyderabad, Pune, Chennai, Gurugram, Bengaluru",We are looking for Business Analyst -Wealth to work on all aspects of project deliver...,"Relationship management, Business Analyst, Wealth management, Bfsi, Business analysis, Analytical, Investment banking, Capital market",https://www.naukri.com/job-listings-business-analyst-wealth-capco-technologies-pvt-ltd-hyderabad-pune-chennai-gurugram-bengaluru-10-to-12-years-220424501192
Financial Planning & Analysis (fp&a) Analyst (Only For US Shift),Capgemini,6-12 Lacs PA,"Hybrid - Kolkata, Pune, Bengaluru",Month End Close - Providing details and KPIs of the MU P&L during month end close. Mon...,"Financial Planning & Analysis, Financial Analysis, Financial Planning, Budgeting, Forecasting, RTR, R2R, KPI",https://www.naukri.com/job-listings-financial-planning-analysis-fp-a-analyst-only-for-us-shift-capgemini-kolkata-pune-bengaluru-4-to-9-years-301023002339
Consultant AWS,Infosys,Not disclosed,"Hybrid - Hyderabad, Pune, Bangalore Rural",Additional information- . 5-9 years of experience with a minimum 2 years of exposure in...,".net, AWS, Java, python, PaaS services, Spring, Restful APIs, PAAS",https://www.naukri.com/job-listings-consultant-aws-infosys-hyderabad-pune-bangalore-rural-5-to-9-years-300124004179
Fullstack Developer,Birlasoft,Not disclosed,"Hybrid - Noida, Pune, Bengaluru",Hands on experience and Very Strong fundamentals in Core Java and practical knowledge o...,"Java Spring Boot, React.Js, Microservices, Development, Full Stack, Bootstrap, Spring, Java",https://www.naukri.com/job-listings-fullstack-developer-birlasoft-noida-pune-bengaluru-5-to-10-years-290424003126
UI Front End Developer,Tecksight Info Solutions,Not disclosed,"Hybrid - Bhubaneswar, Hyderabad, Pune, Bengaluru","Support at various level , like review , testing and during Production cutover Good kno...","Vue.JS, Responsive Design, CSS, Javascript, HTML, Development, Front end, Front",https://www.naukri.com/job-listings-ui-front-end-developer-tecksight-info-solutions-bhubaneswar-hyderabad-pune-bengaluru-9-to-13-years-290424001163
Azure Data Engineer,Capgemini,Not disclosed,"Hybrid - Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",Prior experience in Microsoft landscape is preferred,"Azure Data Factory, Azure Synapse, Azure Databricks, sql server, Pyspark, Python, Server, Factory",https://www.naukri.com/job-listings-azure-data-engineer-capgemini-pune-gurgaon-gurugram-bangalore-bengaluru-3-to-8-years-280423000061
Technology Analyst - Azure/AWS,Infosys,Not disclosed,"Hyderabad, Pune, Bengaluru","and build POCs. You will create requirement specifications from the business needs, def...","Microsoft Azure, AWS, Devops, Technology, Microsoft",https://www.naukri.com/job-listings-technology-analyst-azure-aws-infosys-hyderabad-pune-bengaluru-3-to-5-years-280224011680
Etl Datastage Developer,Infosys,Not disclosed,"Hyderabad, Pune, Bengaluru","and build POCs. You will create requirement specifications from the business needs, def...","Datastage, Ibm Datastage, Etl Datastage, ETL, Development",https://www.naukri.com/job-listings-etl-datastage-developer-infosys-hyderabad-pune-bengaluru-3-to-5-years-280224011674
Servicenow Developer,Infosys,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru","and build POCs. You will create requirement specifications from the business needs, def...","Servicenow, ITSM, Servicenow Development, Development",https://www.naukri.com/job-listings-servicenow-developer-infosys-hyderabad-pune-bengaluru-5-to-9-years-280224011668
Senior Analyst Digital Programmatic || MNC || Bangalore/Gurgaon/Pune,Hiring Senior Analyst Digital Programmatic,5-12 Lacs PA,"Pune, Bangalore Rural, Gurugram","Platform Experience : . DV360 - Mandatory, TTD & Xandr (Preferred) CM360 & Sizmek (good...","Video 360, Digital programmatic, Campaign Management, Double click campaign, Display Video, Ad Trafficking, Google Campaign, Campaign Planning",https://www.naukri.com/job-listings-senior-analyst-digital-programmatic-mnc-bangalore-gurgaon-pune-randstad-pune-bangalore-rural-gurugram-3-to-8-years-260424009696
Sap Vim Consultant,Trigent Software,15-30 Lacs PA,"Hyderabad, Pune, Bengaluru",Role: SAP Vim ConsultantPosition: Contract to Hire(C2H)Mandate Skills Required: SAP Vim...,"Opentext Vim, SAP Vim, Vendor Invoice Management, Abap, OCR, Implementation And Integration Projects, Invoicing, Vim",https://www.naukri.com/job-listings-sap-vim-consultant-trigent-software-hyderabad-pune-bengaluru-5-to-10-years-260424004413
Ms Dynamics Developer-CRM-.NET-Plugins-PAN India,Cognizant,Not disclosed,"Hybrid - Pune, Bangalore Rural, Delhi / NCR","Role & responsibilities  Tech CRM, C# and OOPS Concepts, JSON Creation, Knowledge in Ex...","MS Dynamics CRM, .Net, Plugins, Dynamics, Microsoft, CRM, Microsoft Dynamics, Dynamic",https://www.naukri.com/job-listings-ms-dynamics-developer-crm-net-plugins-pan-india-cognizant-pune-bangalore-rural-delhi-ncr-5-to-10-years-260424004194
Cognizant Hiring For SAP PP QM,Cognizant,19-34 Lacs PA,"Hyderabad, Pune, Bengaluru",We are looking for 6+ years of experience in SAP PP QM. .,"SAP QM, SAP PP, Sap S4Hana, S4H, SAP PP Qm, PP, Saps, SAP",https://www.naukri.com/job-listings-cognizant-hiring-for-sap-pp-qm-cognizant-hyderabad-pune-bengaluru-6-to-11-years-260224002973
PowerApps Platform,Capgemini,Not disclosed,"Hybrid - Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",The skills required are below: . 4+ years of total app development experience with 2+ y...,"power automate, Powerapps, Model driven, Canvas, Power Platform, Drives",https://www.naukri.com/job-listings-powerapps-platform-capgemini-pune-gurgaon-gurugram-bangalore-bengaluru-4-to-7-years-251023000167
Servicenow Developer,Infosys,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru",Extensive experience with ServiceNow low code platform (Now Platform) Mainline Certifi...,"Servicenow, Cloud, Javascript, Devops, Servicenow Development, Development",https://www.naukri.com/job-listings-servicenow-developer-infosys-hyderabad-pune-bengaluru-6-to-11-years-250424013613
Outsystems Developer,Infosys,Not disclosed,"Hyderabad, Pune, Bengaluru",OutSystems CertifiedI Outsystems Developer who should have worked for atleast 5 years i...,"Cloud, Outsystems Developer, Outsystems, Development",https://www.naukri.com/job-listings-outsystems-developer-infosys-hyderabad-pune-bengaluru-5-to-10-years-250424009280
Exadata Database Administrator,Oracle,Not disclosed,"Pune, Bengaluru, Delhi / NCR",Preferred candidate profile Experience automating management of Linux based infrastruct...,"Exadata Database Administration, Dataguard, Oracle DBA, Patching, RMAN, Oracle, Exadata, Administration",https://www.naukri.com/job-listings-exadata-database-administrator-oracle-pune-bengaluru-delhi-ncr-10-to-20-years-250424007998
"Work Front Fusion, Adobe Experience Manager (AEM)",Tata Consultancy Services (TCS),Not disclosed,"Kolkata, Pune, Bengaluru","aRole & responsibilities Work Front Fusion, Adobe Experience Manager (AEM)  4 - 8 Yrs  ...","Aem, Restful Web, Web Server, Workfront, Fusion, Shopbase, Management, Adobe Experience Management",https://www.naukri.com/job-listings-work-front-fusion-adobe-experience-manager-aem-tata-consultancy-services-tcs-kolkata-pune-bengaluru-4-to-8-years-250424007064
Python Software Developer,Tata Consultancy Services (TCS),Not disclosed,"Kolkata, Pune, Bengaluru",Role & responsibilities Python DeveloperExperience-4-8Location- Bangalore/ Kochi/ Pune/...,"Node.Js, MongoDB, Python, Development, Software, Software development",https://www.naukri.com/job-listings-python-software-developer-tata-consultancy-services-tcs-kolkata-pune-bengaluru-4-to-8-years-250424006540
Dealer Manager- Mergers & Acquisitions,EY,Not disclosed,"Hyderabad, Pune, Bengaluru","Possess financial analysis experience from a number of pre- and post-deal transactions,...","Post Merger Integration, Mergers, Acquisition, Transaction Advisory, Deal Structuring, Integration, Management, Dealing",https://www.naukri.com/job-listings-dealer-manager-mergers-acquisitions-ey-hyderabad-pune-bengaluru-3-to-8-years-250424005693
MS Dynamics F&O Technical - Assistant Manager,Big4,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru",An understanding of the Dynamics 365 Data Entities and Entity Store and way of customiz...,"D365 F&O, MS Dynamics D365, ssrs, X++, Dynamics, Technical, Microsoft, Management",https://www.naukri.com/job-listings-ms-dynamics-f-o-technical-assistant-manager-randstad-india-hyderabad-pune-bengaluru-8-to-12-years-250424004755
MS Dynamics F&O Technical - Consultant,Big4,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru",Knowledge on Data migration and batch creationExperience in designing and deploying cus...,"D365 F&O, MS Dynamics D365, ssrs, X++, O, Microsoft Dynamics, Technical, Microsoft",https://www.naukri.com/job-listings-ms-dynamics-f-o-technical-consultant-randstad-india-hyderabad-pune-bengaluru-5-to-8-years-250424004589
Technical Consultant - Security Administrator,IBM,Not disclosed,"Hyderabad, Pune, Bengaluru",Your Role and ResponsibilitiesConduct risk assessments and vulnerability scans of clou...,"it security, cloud security, hipaa, access management, identity access management, kubernetes, python, openshift",https://www.naukri.com/job-listings-technical-consultant-security-administrator-ibm-india-pvt-limited-hyderabad-pune-bengaluru-4-to-8-years-240424913951
C++ Developer,IBM,Not disclosed,"Hyderabad, Pune, Bengaluru",Required Technical and Professional Expertise . 3 years of SAP experience with HANA Con...,"dbms, jenkins, sap hana, sap, sql server, web services, spring, memory management",https://www.naukri.com/job-listings-c-developer-ibm-india-pvt-limited-hyderabad-pune-bengaluru-3-to-5-years-240424913893
Application Tech Support Practitioner,Accenture,Not disclosed,"Hyderabad, Pune, Bengaluru",Educational Qualification:Bachelors degreeAdditional Info :Willing to work in 24 / 7 su...,"oracle apps dba, sql server, ibm db2, mysql, postgresql administration, oracle, oracle rac, microsoft azure",https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-hyderabad-pune-bengaluru-2-to-4-years-240424912255
